run_name,model,problem,algorithm,reward,penalty,temperature,prompt,noise,final_r2,best_r2,final_loss,valid_rate
run-20260223_131039-e7rotpl3,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.0,0,0.0,0,0
run-20260223_131118-9vmu5pea,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.01,0,0.0,0,0
run-20260223_131129-zc22iaod,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.05,0,0.0,0,0
run-20260223_131141-fjojlrjp,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.1,0,0.0,0,0
run-20260223_131152-aly5he1j,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.0,0,0.0,0,0
run-20260223_131203-9j9t72b2,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.01,0,0.0,0,0
run-20260223_131215-o9nydmq2,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.05,0,0.0,0,0
run-20260223_131226-60g53283,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.1,0,0.0,0,0
run-20260223_131238-rnsndqnx,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.0,0,0.0,0,0
run-20260223_131249-h79wk6ja,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.01,0,0.0,0,0
run-20260223_131301-m55q6i04,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.05,0,0.0,0,0
run-20260223_131313-4787zlbj,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.1,0,0.0,0,0
run-20260223_131324-xuk8iutn,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.0,0,0.0,0,0
run-20260223_131336-ofieozaz,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.01,0,0.0,0,0
run-20260223_131348-jzr0e0lv,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.05,0,0.0,0,0
run-20260223_131359-20ho3io3,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.1,0,0.0,0,0
run-20260223_131410-eemh99zf,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.0,0,0.0,0,0
run-20260223_131421-f5frpy4w,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.01,0,0.0,0,0
run-20260223_131433-eqrr2xil,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.05,0,0.0,0,0
run-20260223_131444-fmmdeqf0,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.1,0,0.0,0,0
run-20260223_131456-kudmr6lo,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.0,0,0.0,0,0
run-20260223_131507-kqqorpo2,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.01,0,0.0,0,0
run-20260223_131519-z27p1e1s,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.05,0,0.0,0,0
run-20260223_131530-yix34bxb,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.1,0,0.0,0,0
run-20260223_131542-yfjnjw4j,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.0,0,0.0,0,0
run-20260223_131553-0lkn7zhv,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.01,0,0.0,0,0
run-20260223_131605-q3hl8jjk,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.05,0,0.0,0,0
run-20260223_131616-vwre7p9d,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.1,0,0.0,0,0
run-20260223_131627-urrov17c,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.0,0,0.0,0,0
run-20260223_131639-tvd83lhd,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.01,0,0.0,0,0
run-20260223_131650-clhax6z1,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.05,0,0.0,0,0
run-20260223_131702-3sp9ppyx,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.1,0,0.0,0,0
run-20260223_131713-t7qfzqyr,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.0,0,0.0,0,0
run-20260223_131725-5xwuupcy,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.01,0,0.0,0,0
run-20260223_131736-hmgg7342,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.05,0,0.0,0,0
run-20260223_131748-w20k8edz,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.1,0,0.0,0,0
run-20260223_131759-0tfp1xhc,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.0,0,0.0,0,0
run-20260223_131811-2wtk2yl3,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.01,0,0.0,0,0
run-20260223_131823-agzrxg6d,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.05,0,0.0,0,0
run-20260223_131834-6kwlswhk,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.1,0,0.0,0,0
run-20260223_131846-kel5t5wm,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.0,0,0.0,0,0
run-20260223_131857-o5dcctdp,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.01,0,0.0,0,0
run-20260223_131908-4i3x8iec,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.05,0,0.0,0,0
run-20260223_131920-pdte7ycx,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.1,0,0.0,0,0
run-20260223_131932-ivpjl7s3,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.0,0,0.0,0,0
run-20260223_131943-c5mhzrps,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.01,0,0.0,0,0
run-20260223_131955-nkpzxifu,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.05,0,0.0,0,0
run-20260223_132006-e1mwp5vk,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.1,0,0.0,0,0
run-20260223_132017-e5094iih,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.0,0,0.0,0,0
run-20260223_132029-oadviflv,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.01,0,0.0,0,0
run-20260223_132041-1y4apjq7,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.05,0,0.0,0,0
run-20260223_132052-nj6kz2n1,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.1,0,0.0,0,0
run-20260223_132104-n99ubyvy,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.0,0,0.0,0,0
run-20260223_132116-c91pl477,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.01,0,0.0,0,0
run-20260223_132127-hid09w0a,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.05,0,0.0,0,0
run-20260223_132139-7gukssow,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.1,0,0.0,0,0
run-20260223_132150-8txn6aga,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.0,0,0.0,0,0
run-20260223_132201-yil985pn,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.01,0,0.0,0,0
run-20260223_132213-s6m5o6k9,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.05,0,0.0,0,0
run-20260223_132224-r3gbn0et,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.1,0,0.0,0,0
run-20260223_132236-lc50we52,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.0,0,0.0,0,0
run-20260223_132247-3tg9m4na,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.01,0,0.0,0,0
run-20260223_132259-j77y4rbj,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.05,0,0.0,0,0
run-20260223_132310-zzs5fvnt,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.1,0,0.0,0,0
run-20260223_132321-32lbb82w,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.0,0,0.0,0,0
run-20260223_132333-4qgamk9a,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.01,0,0.0,0,0
run-20260223_132345-qrcowwqc,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.05,0,0.0,0,0
run-20260223_132357-tlimaeq9,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.1,0,0.0,0,0
run-20260223_132408-bentbgwk,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.0,0,0.0,0,0
run-20260223_132419-7hh5odbn,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.01,0,0.0,0,0
run-20260223_132431-r3740971,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.05,0,0.0,0,0
run-20260223_132443-qfetomcy,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.1,0,0.0,0,0
run-20260223_132454-mwlky31o,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.0,0,0.0,0,0
run-20260223_132506-f38irau5,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.01,0,0.0,0,0
run-20260223_132517-e4falpf6,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.05,0,0.0,0,0
run-20260223_132529-u3hh6gk0,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.1,0,0.0,0,0
run-20260223_132540-ulbd1yxx,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.0,0,0.0,0,0
run-20260223_132552-t4o401z1,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.01,0,0.0,0,0
run-20260223_132603-jxbst17a,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.05,0,0.0,0,0
run-20260223_132614-l6s1uteh,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.1,0,0.0,0,0
run-20260223_132626-zwilyqox,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.0,0,0.0,0,0
run-20260223_132637-h3rypw86,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.01,0,0.0,0,0
run-20260223_132648-cm2doc5y,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.05,0,0.0,0,0
run-20260223_132700-4x0e07jt,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.1,0,0.0,0,0
run-20260223_132712-6c8c054k,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.0,0,0.0,0,0
run-20260223_132723-bma4fzp8,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.01,0,0.0,0,0
run-20260223_132735-ovv4gdjz,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.05,0,0.0,0,0
run-20260223_132747-2p68ykml,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.1,0,0.0,0,0
run-20260223_132758-zpq3eh1c,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.0,0,0.0,0,0
run-20260223_132810-uibavwjw,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.01,0,0.0,0,0
run-20260223_132822-00d7ik5z,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.05,0,0.0,0,0
run-20260223_132833-tmbfpa69,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.1,0,0.0,0,0
run-20260223_132845-ydxbi163,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.0,0,0.0,0,0
run-20260223_132857-51agmltv,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.01,0,0.0,0,0
run-20260223_132908-uuorcbt7,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.05,0,0.0,0,0
run-20260223_132920-hzcepgwa,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.1,0,0.0,0,0
run-20260223_132931-21b4jyvl,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.0,0,0.0,0,0
run-20260223_132942-aj3zbizd,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.01,0,0.0,0,0
run-20260223_132954-qmu8sq7t,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.05,0,0.0,0,0
run-20260223_133005-gy8tcn1k,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.1,0,0.0,0,0
run-20260223_133017-h3t9oo61,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.0,0,0.0,0,0
run-20260223_133028-s3a3517u,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.01,0,0.0,0,0
run-20260223_133040-fs3yzbqx,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.05,0,0.0,0,0
run-20260223_133052-dtlroncw,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.1,0,0.0,0,0
run-20260223_133103-am9v7fff,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.0,0,0.0,0,0
run-20260223_133115-aow271mr,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.01,0,0.0,0,0
run-20260223_133127-4zl1t3vv,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.05,0,0.0,0,0
run-20260223_133139-qs5bxrij,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.1,0,0.0,0,0
run-20260223_133150-owijx9tz,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.0,0,0.0,0,0
run-20260223_133202-bc1n2h8d,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.01,0,0.0,0,0
run-20260223_133213-yvs08j1o,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.05,0,0.0,0,0
run-20260223_133224-juw0pbf4,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.1,0,0.0,0,0
run-20260223_133236-tssdjx75,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.0,0,0.0,0,0
run-20260223_133248-cd5cs263,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.01,0,0.0,0,0
run-20260223_133259-tlhffaac,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.05,0,0.0,0,0
run-20260223_133311-yjxd1zp2,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.1,0,0.0,0,0
run-20260223_133323-uxvt2ht3,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.0,0,0.0,0,0
run-20260223_133334-2b63bv3z,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.01,0,0.0,0,0
run-20260223_133346-z08s31ml,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.05,0,0.0,0,0
run-20260223_133357-8n41can9,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.1,0,0.0,0,0
run-20260223_133409-vcblfnrk,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.0,0,0.0,0,0
run-20260223_133420-4gmueuzq,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.01,0,0.0,0,0
run-20260223_133431-eg4jvy9d,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.05,0,0.0,0,0
run-20260223_133443-00r1zgz3,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.1,0,0.0,0,0
run-20260223_133454-ut6sobwl,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.0,0,0.0,0,0
run-20260223_133506-japm7h44,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.01,0,0.0,0,0
run-20260223_133517-5zpinj3x,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.05,0,0.0,0,0
run-20260223_133528-5zenbdpq,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.1,0,0.0,0,0
run-20260223_133540-n2p93tux,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.0,0,0.0,0,0
run-20260223_133551-tx7fz1ee,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.01,0,0.0,0,0
run-20260223_133603-ajcgz50a,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.05,0,0.0,0,0
run-20260223_133614-p3n8dzb3,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.1,0,0.0,0,0
run-20260223_133626-gqzod3ki,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.0,0,0.0,0,0
run-20260223_133637-6hs6vhaq,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.01,0,0.0,0,0
run-20260223_133649-wbzmf685,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.05,0,0.0,0,0
run-20260223_133700-q5hcvj6f,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.1,0,0.0,0,0
run-20260223_133712-f0moy70n,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.0,0,0.0,0,0
run-20260223_133723-xyjempci,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.01,0,0.0,0,0
run-20260223_133735-e0zgzyem,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.05,0,0.0,0,0
run-20260223_133746-p9s4wvm2,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,oracle,0.1,0,0.0,0,0
run-20260223_133758-og55bbcw,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.0,0,0.0,0,0
run-20260223_133810-wm9ysdy3,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.01,0,0.0,0,0
run-20260223_133821-2lb0ap1y,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.05,0,0.0,0,0
run-20260223_133833-8md4egud,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,standard,0.1,0,0.0,0,0
run-20260223_133844-bjxu9m33,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.0,0,0.0,0,0
run-20260223_133855-b6g5afys,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.01,0,0.0,0,0
run-20260223_133907-4vhdxwji,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.05,0,0.0,0,0
run-20260223_133918-jvz6acc7,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,distractor,0.1,0,0.0,0,0
run-20260223_133929-i8bjudjq,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.0,0,0.0,0,0
run-20260223_133941-8ohtq1by,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.01,0,0.0,0,0
run-20260223_133952-n9nmrcie,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.05,0,0.0,0,0
run-20260223_134004-1fjew6sj,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,oracle,0.1,0,0.0,0,0
run-20260223_134016-eghg06jc,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.0,0,0.0,0,0
run-20260223_134027-ugp7le0g,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.01,0,0.0,0,0
run-20260223_134039-g2s2x49c,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.05,0,0.0,0,0
run-20260223_134050-f79pa9a1,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,cosine_annealing,standard,0.1,0,0.0,0,0
run-20260223_134102-4vg7p9o0,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.0,0,0.0,0,0
run-20260223_134113-jxtdizvg,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.01,0,0.0,0,0
run-20260223_134125-1yj3x1lq,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.05,0,0.0,0,0
run-20260223_134136-ic60bbhb,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,distractor,0.1,0,0.0,0,0
run-20260223_134148-nstg6nkk,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.0,0,0.0,0,0
run-20260223_134159-jia6vpc7,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.01,0,0.0,0,0
run-20260223_134210-yfbwt5oi,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.05,0,0.0,0,0
run-20260223_134222-eqlrlsfx,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,oracle,0.1,0,0.0,0,0
run-20260223_134233-sc1zznw9,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.0,0,0.0,0,0
run-20260223_134245-phupjthx,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.01,0,0.0,0,0
run-20260223_134256-m8l5rp8d,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.05,0,0.0,0,0
run-20260223_134308-ux7pus6m,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.7,standard,0.1,0,0.0,0,0
run-20260223_134319-mo5d5ts8,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.0,0,0.0,0,0
run-20260223_134331-s55vqy4o,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.01,0,0.0,0,0
run-20260223_134342-4e3rfet0,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.05,0,0.0,0,0
run-20260223_134353-vzcb8x51,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,distractor,0.1,0,0.0,0,0
run-20260223_134405-qfb2g76e,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.0,0,0.0,0,0
run-20260223_134417-kwj33v5o,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.01,0,0.0,0,0
run-20260223_134429-w3twisgr,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.05,0,0.0,0,0
run-20260223_134441-bw9xb3p5,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,oracle,0.1,0,0.0,0,0
run-20260223_134452-zyyqoblg,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.0,0,0.0,0,0
run-20260223_134503-5g2xzz6l,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.01,0,0.0,0,0
run-20260223_134515-loqucqbg,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.05,0,0.0,0,0
run-20260223_134527-pb6xzieb,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,fixed_0.9,standard,0.1,0,0.0,0,0
run-20260223_134538-g37451t7,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.0,0,0.0,0,0
run-20260223_134549-cdxvy80w,augustocsc/gpt2_base_infix_682k,nguyen_1,best_of_n,,,linear_annealing,distractor,0.01,0,0.0,0,0
